0.0	0.0	40625000.0
0.0	25.0	40625000.0
0.0	50.0	40625000.0
0.0	75.0	40625000.0
0.0	100.0	39341250.0
0.0	125.0	25605937.5
0.0	150.0	5715937.5
0.0	175.0	548437.5
0.0	200.0	20312.5
0.0	225.0	0.0
0.0	250.0	0.0
0.0	275.0	0.0
0.0	300.0	0.0
0.0	325.0	0.0
0.0	350.0	0.0
0.0	375.0	0.0
0.0	400.0	0.0
1.0	0.0	40625000.0
1.0	25.0	40625000.0
1.0	50.0	40625000.0
1.0	75.0	40625000.0
1.0	100.0	39727187.5
1.0	125.0	27543750.0
1.0	150.0	6881875.0
1.0	175.0	743437.5
1.0	200.0	36562.5
1.0	225.0	4062.5
1.0	250.0	0.0
1.0	275.0	0.0
1.0	300.0	0.0
1.0	325.0	0.0
1.0	350.0	0.0
1.0	375.0	0.0
1.0	400.0	0.0
2.0	0.0	40625000.0
2.0	25.0	40625000.0
2.0	50.0	40625000.0
2.0	75.0	40625000.0
2.0	100.0	40271562.5
2.0	125.0	31354375.0
2.0	150.0	10026250.0
2.0	175.0	1523437.5
2.0	200.0	77187.5
2.0	225.0	16250.0
2.0	250.0	0.0
2.0	275.0	0.0
2.0	300.0	0.0
2.0	325.0	0.0
2.0	350.0	0.0
2.0	375.0	0.0
2.0	400.0	0.0
3.0	0.0	40625000.0
3.0	25.0	40625000.0
3.0	50.0	40625000.0
3.0	75.0	40625000.0
3.0	100.0	40515312.5
3.0	125.0	35221875.0
3.0	150.0	14226875.0
3.0	175.0	2770625.0
3.0	200.0	231562.5
3.0	225.0	16250.0
3.0	250.0	0.0
3.0	275.0	0.0
3.0	300.0	0.0
3.0	325.0	0.0
3.0	350.0	0.0
3.0	375.0	0.0
3.0	400.0	0.0
4.0	0.0	40625000.0
4.0	25.0	40625000.0
4.0	50.0	40625000.0
4.0	75.0	40625000.0
4.0	100.0	40600625.0
4.0	125.0	37667500.0
4.0	150.0	19329375.0
4.0	175.0	4781562.5
4.0	200.0	568750.0
4.0	225.0	73125.0
4.0	250.0	0.0
4.0	275.0	0.0
4.0	300.0	0.0
4.0	325.0	0.0
4.0	350.0	0.0
4.0	375.0	0.0
4.0	400.0	0.0
5.0	0.0	40625000.0
5.0	25.0	40625000.0
5.0	50.0	40625000.0
5.0	75.0	40625000.0
5.0	100.0	40616875.0
5.0	125.0	39264062.5
5.0	150.0	25520625.0
5.0	175.0	8705937.5
5.0	200.0	1523437.5
5.0	225.0	158437.5
5.0	250.0	16250.0
5.0	275.0	0.0
5.0	300.0	0.0
5.0	325.0	0.0
5.0	350.0	0.0
5.0	375.0	0.0
5.0	400.0	0.0
6.0	0.0	40625000.0
6.0	25.0	40625000.0
6.0	50.0	40625000.0
6.0	75.0	40625000.0
6.0	100.0	40620937.5
6.0	125.0	40105000.0
6.0	150.0	30988750.0
6.0	175.0	14023750.0
6.0	200.0	3164687.5
6.0	225.0	385937.5
6.0	250.0	36562.5
6.0	275.0	4062.5
6.0	300.0	0.0
6.0	325.0	0.0
6.0	350.0	0.0
6.0	375.0	0.0
6.0	400.0	0.0
7.0	0.0	40625000.0
7.0	25.0	40625000.0
7.0	50.0	40625000.0
7.0	75.0	40625000.0
7.0	100.0	40625000.0
7.0	125.0	40482812.5
7.0	150.0	35360000.0
7.0	175.0	19938750.0
7.0	200.0	5585937.5
7.0	225.0	918125.0
7.0	250.0	89375.0
7.0	275.0	0.0
7.0	300.0	0.0
7.0	325.0	0.0
7.0	350.0	0.0
7.0	375.0	0.0
7.0	400.0	0.0
8.0	0.0	40625000.0
8.0	25.0	40625000.0
8.0	50.0	40625000.0
8.0	75.0	40625000.0
8.0	100.0	40625000.0
8.0	125.0	40584375.0
8.0	150.0	38256562.5
8.0	175.0	26325000.0
8.0	200.0	9514375.0
8.0	225.0	2002812.5
8.0	250.0	235625.0
8.0	275.0	28437.5
8.0	300.0	0.0
8.0	325.0	0.0
8.0	350.0	0.0
8.0	375.0	0.0
8.0	400.0	0.0
