0.0	0.0	40625000.0
0.0	25.0	40625000.0
0.0	50.0	40625000.0
0.0	75.0	40625000.0
0.0	100.0	39000000.0
0.0	125.0	26812500.0
0.0	150.0	13812500.0
0.0	175.0	6093750.0
0.0	200.0	2031250.0
0.0	225.0	406250.0
0.0	250.0	0.0
0.0	275.0	0.0
0.0	300.0	0.0
0.0	325.0	0.0
0.0	350.0	0.0
0.0	375.0	0.0
0.0	400.0	0.0
0.0	425.0	0.0
0.0	450.0	0.0
0.0	475.0	0.0
0.0	500.0	0.0
0.0	525.0	0.0
0.0	550.0	0.0
0.0	575.0	0.0
0.0	600.0	0.0
0.0	625.0	0.0
0.0	650.0	0.0
0.0	675.0	0.0
0.0	700.0	0.0
0.0	725.0	0.0
0.0	750.0	0.0
0.0	775.0	0.0
0.0	800.0	0.0
1.0	0.0	40625000.0
1.0	25.0	40625000.0
1.0	50.0	40625000.0
1.0	75.0	40625000.0
1.0	100.0	38593750.0
1.0	125.0	31281250.0
1.0	150.0	17875000.0
1.0	175.0	9750000.0
1.0	200.0	2031250.0
1.0	225.0	0.0
1.0	250.0	0.0
1.0	275.0	0.0
1.0	300.0	0.0
1.0	325.0	0.0
1.0	350.0	0.0
1.0	375.0	0.0
1.0	400.0	0.0
1.0	425.0	0.0
1.0	450.0	0.0
1.0	475.0	0.0
1.0	500.0	0.0
1.0	525.0	0.0
1.0	550.0	0.0
1.0	575.0	0.0
1.0	600.0	0.0
1.0	625.0	0.0
1.0	650.0	0.0
1.0	675.0	0.0
1.0	700.0	0.0
1.0	725.0	0.0
1.0	750.0	0.0
1.0	775.0	0.0
1.0	800.0	0.0
2.0	0.0	40625000.0
2.0	25.0	40625000.0
2.0	50.0	40625000.0
2.0	75.0	40625000.0
2.0	100.0	39812500.0
2.0	125.0	36968750.0
2.0	150.0	21531250.0
2.0	175.0	10156250.0
2.0	200.0	3250000.0
2.0	225.0	406250.0
2.0	250.0	0.0
2.0	275.0	0.0
2.0	300.0	0.0
2.0	325.0	0.0
2.0	350.0	0.0
2.0	375.0	0.0
2.0	400.0	0.0
2.0	425.0	0.0
2.0	450.0	0.0
2.0	475.0	0.0
2.0	500.0	0.0
2.0	525.0	0.0
